ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
15285	11	36	20251016	ارسال به شرکت پترو فیلم آریا با هماهنگی آقای حسن هاشم پور پیرو شماره نامه1404-63-11891 
482	11	36	20251016	ارسال به شرکت پترو فیلم آریا با هماهنگی آقای حسن هاشم پور پیرو شماره نامه1404-63-11891 
480	11	36	20251016	ارسال به شرکت پترو فیلم آریا با هماهنگی آقای حسن هاشم پور پیرو شماره نامه1404-63-11891 
481	11	36	20251016	ارسال به شرکت پترو فیلم آریا با هماهنگی آقای حسن هاشم پور پیرو شماره نامه1404-63-11891 
6782	11	32	20251016	NULL
20761	11	28	20251016	NULL
4690	11	32	20251017	ارسال به پارسامهر با هماهنگی آقای سعادتمند و زینعلی*
30163	11	32	20251017	ارسال به پارسامهر با هماهنگی آقای سعادتمند و زینعلی*
6185	11	31	20251018	پیرو درخواست 2754 جهت تعمیر 2 عدد صندلی چرخ دار
30197	11	22	20251018	NULL
27898	11	24	20251018	پیرو درخواست 2545 جهت تعمیر پرینتر hp404n 
22292	11	15	20251018	ارسال به تعمیر پیرو درخواست 2758*
2680	11	13	20251018	NULL
2839	11	13	20251018	NULL
9406	11	13	20251018	NULL
5866	11	13	20251018	NULL
17585	11	13	20251018	NULL
2858	11	13	20251018	NULL
17687	11	13	20251018	NULL
3730	11	33	20251018	NULL
6109	11	46	20251019	ارسال به کارگاه گروه جهت کف تراشی پیرو درخواست 2776*
23383	11	13	20251019	ارسال به تعمیر پیرو درخواست 2761*
24334	11	13	20251019	ارسال به تعمیر پیرو درخواست 2761*
28220	11	13	20251019	ارسال به کارگاه 97 جهت تعمیر پیرو درخواست 2781 و 2782 *
24665	11	13	20251019	ارسال به کارگاه 97 جهت تعمیر پیرو درخواست 2781 و 2782 *
11930	11	31	20251019	تبلت 10 اینچ ipad air مدل A1474 رنگ خاکستری بدون شارژر و قاب*
7183	11	28	20251019	موجودی
2073	11	22	20251019	NULL
314	11	32	20251019	جهت تنظیم موجودی
27966	11	22	20251020	برگشت به انبار جهت ارسال امانی به دفتر پترو فیلم،نجات الهی با هماهنگی خانم حسین زاده پیرو شماره نامه 1404-63-86120
480	11	22	20251020	برگشت به انبار جهت ارسال امانی به دفتر پترو فیلم،نجات الهی با هماهنگی خانم حسین زاده پیرو شماره نامه 1404-63-86120
480	11	31	20251020	برگشت به انبار جهت فروش به شرکت پارسامهر آرین با هماهنگی خانم حسین زاده پیرو شماره نامه 1404-63-12086
30208	11	31	20251020	NULL
30209	11	31	20251020	NULL
2079	11	13	20251020	NULL
29825	11	13	20251020	پیرو درخواست 2804 جهت ارسال به کارگاه *
14815	11	31	20251020	NULL
15628	11	31	20251020	NULL
30212	11	31	20251020	NULL
6898	11	31	20251020	NULL
30213	11	31	20251020	NULL
30214	11	31	20251020	NULL
30215	11	31	20251020	NULL
30216	11	31	20251020	NULL
23648	10	NULL	20251020	NULL
23655	10	NULL	20251020	NULL
23651	10	NULL	20251020	NULL
23649	10	NULL	20251020	NULL
23648	10	NULL	20251020	NULL
23618	10	NULL	20251020	NULL
23651	10	NULL	20251020	NULL
23649	10	NULL	20251020	NULL
23655	10	NULL	20251020	NULL
23656	10	NULL	20251020	NULL
23655	10	NULL	20251020	NULL
23618	10	NULL	20251020	NULL
23654	10	NULL	20251020	NULL
23618	10	NULL	20251020	NULL
23651	10	NULL	20251020	NULL
23649	10	NULL	20251020	NULL
23655	10	NULL	20251020	NULL
23656	10	NULL	20251020	NULL
1915	11	46	20251020	NULL
1915	11	46	20251020	NULL
1915	11	46	20251020	NULL
30507	11	13	20251126	پیرو درخواست 3256 جهت ارسال به کارگاه
23648	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
30508	11	13	20251126	پیرو درخواست 3260 - جهت ارسال به توربو مکانیک تارا
23648	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23654	10	NULL	20251126	NULL
23648	10	NULL	20251126	NULL
23618	10	NULL	20251126	NULL
23651	10	NULL	20251126	NULL
23649	10	NULL	20251126	NULL
23655	10	NULL	20251126	NULL
23656	10	NULL	20251126	NULL
30491	11	32	20251126	ارسال به شرکت پارسامهر با هماهنگی خانم مهندس تبرائی و آقای بیدخام*قطعات فوق از دستگاه تصادفی باز شده است*
30442	11	32	20251126	ارسال به شرکت پارسامهر با هماهنگی خانم مهندس تبرائی و آقای بیدخام*قطعات فوق از دستگاه تصادفی باز شده است*
30512	11	32	20251126	ارسال به شرکت پارسامهر با هماهنگی خانم مهندس تبرائی و آقای بیدخام*قطعات فوق از دستگاه تصادفی باز شده است*
30513	11	32	20251126	ارسال به شرکت پارسامهر با هماهنگی خانم مهندس تبرائی و آقای بیدخام*قطعات فوق از دستگاه تصادفی باز شده است*
30514	11	32	20251126	ارسال به شرکت پارسامهر با هماهنگی خانم مهندس تبرائی و آقای بیدخام*قطعات فوق از دستگاه تصادفی باز شده است*
